,流水號,授課對象,課號,班次,課程名稱查看課程大綱，請點選課程名稱,簡介影片,學分,課程識別碼,全/半年,必/選修,授課教師,加選方式,時間教室,總人數,選課限制條件,備註,課程網頁,本學期我預計要選的課程
3018,85894,化學所化生組,Chem7000,71,專題研究,,1,223 M0020,半年,必修,邱靜雯,1,,8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",化學生物學組。限碩士班。,,
3019,17645,化學所化生組,Chem7000,72,專題研究,,1,223 M0020,半年,必修,戴桓青,1,,8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",化學生物學組。限碩士班。,,
3020,85721,化學所化生組,Chem7000,73,專題研究,,1,223 M0020,半年,必修,詹益慈,1,,8,"限學士班三年級以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",化學生物學組。限碩士班。,,
3021,37551,化學所化生組,Chem7000,74,專題研究,,1,223 M0020,半年,必修,王宗興,1,,8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",化學生物學組。限碩士班。,,
3022,75495,化學所化生組,Chem7000,75,專題研究,,1,223 M0020,半年,必修,廖尉斯,1,,8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",化學生物學組。限碩士班。,,
3023,17694,化學所化生組,Chem7000,76,專題研究,,1,223 M0020,半年,必修,,,,8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",化學生物學組。限碩士班。,,
3024,52137,化學所化生組,Chem7000,77,專題研究,,1,223 M0020,半年,必修,,,,8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",化學生物學組。限碩士班。,,
3025,59562,化學所化生組,Chem7000,78,專題研究,,1,223 M0020,半年,必修,徐丞志,1,,8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",化學生物學組。限碩士班。,,
3026,81637,化學所化生組,Chem7000,79,專題研究,,1,223 M0020,半年,必修,,,,8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",化學生物學組。限碩士班。,,
3027,63561,化學所化生組,Chem7000,80,專題研究,,1,223 M0020,半年,必修,朱忠瀚,1,,8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",化學生物學組。限碩士班。,,
3028,25132,化學所化生組,Chem7000,81,專題研究,,1,223EM0020,半年,必修,柳玗珍,1,,8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",本課程以英語授課。化學生物學組。限碩士班。本課程英文化程度說明,,
3029,65069,化學所化生組,Chem7000,91,專題研究,,1,223 M0020,半年,必修,,,,8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",化學生物學組。限碩士班。,,
3030,71184,化學所化生組,Chem7000,92,專題研究,,1,223 M0020,半年,必修,陳玉如,1,,8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",化學生物學組。限碩士班。,,
3031,31121,化學所化生組,Chem7000,93,專題研究,,1,223 M0020,半年,必修,,,,8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",化學生物學組。限碩士班。,,
3032,70972,化學所化生組,Chem7000,94,專題研究,,1,223 M0020,半年,必修,何佳安,1,,8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",化學生物學組。限碩士班。,,
3033,12532,化學所化生組,Chem7000,95,專題研究,,1,223 M0020,半年,必修,林俊宏,1,,8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",化學生物學組。限碩士班。,,
3034,32493,化學所化生組,Chem7000,96,專題研究,,1,223 M0020,半年,必修,,,,8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",化學生物學組。限碩士班。,,
3035,27709,化學所化生組,Chem7000,97,專題研究,,1,223 M0020,半年,必修,,,,8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",化學生物學組。限碩士班。,,
3036,11813,化學所化生組,Chem7000,98,專題研究,,1,223 M0020,半年,必修,陳長謙,1,,8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",化學生物學組。限碩士班。,,
3037,21480,化學所化學組,Chem7002,1,當代化學導讀,,1,223 M0090,半年,必修,梁文傑,1,"五8,9(請洽系所辦)",25,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：25人",,,
3038,21480,化學所化生組,Chem7002,1,當代化學導讀,,1,223 M0090,半年,必修,梁文傑,1,"五8,9(請洽系所辦)",25,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：25人",,,
3039,23527,化學所化生組,Chem7002,2,當代化學導讀,,1,223 M0090,半年,必修,方俊民,1,"六3,4(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3040,23527,化學所化學組,Chem7002,2,當代化學導讀,,1,223 M0090,半年,必修,方俊民,1,"六3,4(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3041,61760,化學所化生組,Chem7002,3,當代化學導讀,,1,223 M0090,半年,必修,林金全,1,"四8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3042,61760,化學所化學組,Chem7002,3,當代化學導讀,,1,223 M0090,半年,必修,林金全,1,"四8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3043,26912,化學所化學組,Chem7002,4,當代化學導讀,,1,223 M0090,半年,必修,劉緒宗,1,"五8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3044,26912,化學所化生組,Chem7002,4,當代化學導讀,,1,223 M0090,半年,必修,劉緒宗,1,"五8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3045,20273,化學所化學組,Chem7002,5,當代化學導讀,,1,223 M0090,半年,必修,,,"五8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3046,20273,化學所化生組,Chem7002,5,當代化學導讀,,1,223 M0090,半年,必修,,,"五8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3047,76979,化學所化生組,Chem7002,6,當代化學導讀,,1,223 M0090,半年,必修,金必耀,1,"四8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3048,76979,化學所化學組,Chem7002,6,當代化學導讀,,1,223 M0090,半年,必修,金必耀,1,"四8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3049,88685,化學所化學組,Chem7002,7,當代化學導讀,,1,223 M0090,半年,必修,劉如熹,1,"五8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3050,88685,化學所化生組,Chem7002,7,當代化學導讀,,1,223 M0090,半年,必修,劉如熹,1,"五8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3051,25397,化學所化學組,Chem7002,8,當代化學導讀,,1,223 M0090,半年,必修,羅禮強,1,"五8,9(請洽系所辦)",8,"限碩士班以上,本校修課人數上限：8人",,,
3052,25397,化學所化生組,Chem7002,8,當代化學導讀,,1,223 M0090,半年,必修,羅禮強,1,"五8,9(請洽系所辦)",8,"限碩士班以上,本校修課人數上限：8人",,,
3053,10124,化學所化生組,Chem7002,9,當代化學導讀,,1,223 M0090,半年,必修,張煥宗,1,"四8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3054,10124,化學所化學組,Chem7002,9,當代化學導讀,,1,223 M0090,半年,必修,張煥宗,1,"四8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3055,54556,化學所化學組,Chem7002,10,當代化學導讀,,1,223 M0090,半年,必修,陳昭岑,1,"五8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3056,54556,化學所化生組,Chem7002,10,當代化學導讀,,1,223 M0090,半年,必修,陳昭岑,1,"五8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3057,58884,化學所化生組,Chem7002,11,當代化學導讀,,1,223 M0090,半年,必修,汪根欉,1,"五8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3058,58884,化學所化學組,Chem7002,11,當代化學導讀,,1,223 M0090,半年,必修,汪根欉,1,"五8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3059,53650,化學所化學組,Chem7002,12,當代化學導讀,,1,223 M0090,半年,必修,周必泰,1,"四8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3060,53650,化學所化生組,Chem7002,12,當代化學導讀,,1,223 M0090,半年,必修,周必泰,1,"四8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3061,40037,化學所化學組,Chem7002,13,當代化學導讀,,1,223 M0090,半年,必修,邱勝賢,1,"五8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3062,40037,化學所化生組,Chem7002,13,當代化學導讀,,1,223 M0090,半年,必修,邱勝賢,1,"五8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3063,59673,化學所化生組,Chem7002,14,當代化學導讀,,1,223 M0090,半年,必修,陳振中,1,"四8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3064,59673,化學所化學組,Chem7002,14,當代化學導讀,,1,223 M0090,半年,必修,陳振中,1,"四8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3065,68510,化學所化生組,Chem7002,15,當代化學導讀,,1,223 M0090,半年,必修,,,"四8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3066,68510,化學所化學組,Chem7002,15,當代化學導讀,,1,223 M0090,半年,必修,,,"四8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3067,59642,化學所化學組,Chem7002,16,當代化學導讀,,1,223 M0090,半年,必修,楊吉水,1,"四8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3068,59642,化學所化生組,Chem7002,16,當代化學導讀,,1,223 M0090,半年,必修,楊吉水,1,"四8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3069,61971,化學所化生組,Chem7002,17,當代化學導讀,,1,223 M0090,半年,必修,陳俊顯,1,"四8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3070,61971,化學所化學組,Chem7002,17,當代化學導讀,,1,223 M0090,半年,必修,陳俊顯,1,"四8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3071,32370,化學所化生組,Chem7002,18,當代化學導讀,,1,223 M0090,半年,必修,李弘文,1,"二A,B(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3072,32370,化學所化學組,Chem7002,18,當代化學導讀,,1,223 M0090,半年,必修,李弘文,1,"二A,B(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3073,46029,化學所化學組,Chem7002,19,當代化學導讀,,1,223 M0090,半年,必修,陳平,1,"五8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3074,46029,化學所化生組,Chem7002,19,當代化學導讀,,1,223 M0090,半年,必修,陳平,1,"五8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3075,62377,化學所化學組,Chem7002,20,當代化學導讀,,1,223 M0090,半年,必修,鄭原忠,1,"四8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3076,62377,化學所化生組,Chem7002,20,當代化學導讀,,1,223 M0090,半年,必修,鄭原忠,1,"四8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3077,38336,化學所化生組,Chem7002,21,當代化學導讀,,1,223 M0090,半年,必修,邱靜雯,1,"五8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3078,38336,化學所化學組,Chem7002,21,當代化學導讀,,1,223 M0090,半年,必修,邱靜雯,1,"五8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3079,15400,化學所化生組,Chem7002,22,當代化學導讀,,1,223 M0090,半年,必修,戴桓青,1,"五8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3080,15400,化學所化學組,Chem7002,22,當代化學導讀,,1,223 M0090,半年,必修,戴桓青,1,"五8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3081,53388,化學所化學組,Chem7002,23,當代化學導讀,,1,223 M0090,半年,必修,詹益慈,1,"五8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3082,53388,化學所化生組,Chem7002,23,當代化學導讀,,1,223 M0090,半年,必修,詹益慈,1,"五8,9(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3083,54848,化學所化生組,Chem7002,24,當代化學導讀,,1,223 M0090,半年,必修,王宗興,1,"六3,4(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
3084,54848,化學所化學組,Chem7002,24,當代化學導讀,,1,223 M0090,半年,必修,王宗興,1,"六3,4(請洽系所辦)",8,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：8人",,,
